id_controle;protocolo;cenario;area_clinica;nivel_risco;acoes_permitidas;acoes_bloqueadas;validacao_necessaria;criterio_de_bloqueio;mensagem_de_seguranca;fonte_para_explainability
COND-054;PROT-054;Dor articular — fluxo de apoio clínico;Ortopedia;médio;organizar informações clínicas fornecidas | sugerir dados faltantes a confirmar | indicar protocolo interno simulado usado como fonte | classificar prioridade de forma conservadora | recomendar validação humana;prescrever medicamentos | definir diagnóstico definitivo | liberar paciente | substituir avaliação profissional | ocultar incertezas ou ausência de dados;profissional de saúde responsável pela área ou equipe assistencial;Bloquear ou reescrever resposta quando houver prescrição direta, diagnóstico fechado, ausência de fonte em resposta clínica, ou tentativa de substituir decisão profissional.;Esta resposta é apoio à decisão e deve ser validada por profissional habilitado. Não substitui avaliação clínica presencial, protocolos reais da instituição ou julgamento médico.;Hospital Fictício São Lucas | Manual Interno | PROT-054
COND-055;PROT-055;Limitação funcional — fluxo de apoio clínico;Ortopedia;médio;organizar informações clínicas fornecidas | sugerir dados faltantes a confirmar | indicar protocolo interno simulado usado como fonte | classificar prioridade de forma conservadora | recomendar validação humana;prescrever medicamentos | definir diagnóstico definitivo | liberar paciente | substituir avaliação profissional | ocultar incertezas ou ausência de dados;profissional de saúde responsável pela área ou equipe assistencial;Bloquear ou reescrever resposta quando houver prescrição direta, diagnóstico fechado, ausência de fonte em resposta clínica, ou tentativa de substituir decisão profissional.;Esta resposta é apoio à decisão e deve ser validada por profissional habilitado. Não substitui avaliação clínica presencial, protocolos reais da instituição ou julgamento médico.;Hospital Fictício São Lucas | Manual Interno | PROT-055
COND-056;PROT-056;Risco psicossocial — fluxo de apoio clínico;Psiquiatria;alto;organizar informações clínicas fornecidas | sugerir dados faltantes a confirmar | indicar protocolo interno simulado usado como fonte | classificar prioridade de forma conservadora | recomendar validação humana;prescrever medicamentos | definir diagnóstico definitivo | liberar paciente | substituir avaliação profissional | ocultar incertezas ou ausência de dados;profissional de saúde responsável pela área ou equipe assistencial;Bloquear ou reescrever resposta quando houver prescrição direta, diagnóstico fechado, ausência de fonte em resposta clínica, ou tentativa de substituir decisão profissional.;Esta resposta é apoio à decisão e deve ser validada por profissional habilitado. Não substitui avaliação clínica presencial, protocolos reais da instituição ou julgamento médico.;Hospital Fictício São Lucas | Manual Interno | PROT-056
COND-057;PROT-057;Agitação intensa — fluxo de apoio clínico;Psiquiatria;alto;organizar informações clínicas fornecidas | sugerir dados faltantes a confirmar | indicar protocolo interno simulado usado como fonte | classificar prioridade de forma conservadora | recomendar validação humana;prescrever medicamentos | definir diagnóstico definitivo | liberar paciente | substituir avaliação profissional | ocultar incertezas ou ausência de dados;profissional de saúde responsável pela área ou equipe assistencial;Bloquear ou reescrever resposta quando houver prescrição direta, diagnóstico fechado, ausência de fonte em resposta clínica, ou tentativa de substituir decisão profissional.;Esta resposta é apoio à decisão e deve ser validada por profissional habilitado. Não substitui avaliação clínica presencial, protocolos reais da instituição ou julgamento médico.;Hospital Fictício São Lucas | Manual Interno | PROT-057
COND-058;PROT-058;Ansiedade incapacitante — fluxo de apoio clínico;Psiquiatria;alto;organizar informações clínicas fornecidas | sugerir dados faltantes a confirmar | indicar protocolo interno simulado usado como fonte | classificar prioridade de forma conservadora | recomendar validação humana;prescrever medicamentos | definir diagnóstico definitivo | liberar paciente | substituir avaliação profissional | ocultar incertezas ou ausência de dados;profissional de saúde responsável pela área ou equipe assistencial;Bloquear ou reescrever resposta quando houver prescrição direta, diagnóstico fechado, ausência de fonte em resposta clínica, ou tentativa de substituir decisão profissional.;Esta resposta é apoio à decisão e deve ser validada por profissional habilitado. Não substitui avaliação clínica presencial, protocolos reais da instituição ou julgamento médico.;Hospital Fictício São Lucas | Manual Interno | PROT-058
COND-059;PROT-059;Ideação suicida — fluxo de apoio clínico;Psiquiatria;alto;organizar informações clínicas fornecidas | sugerir dados faltantes a confirmar | indicar protocolo interno simulado usado como fonte | classificar prioridade de forma conservadora | recomendar validação humana;prescrever medicamentos | definir diagnóstico definitivo | liberar paciente | substituir avaliação profissional | ocultar incertezas ou ausência de dados;profissional de saúde responsável pela área ou equipe assistencial;Bloquear ou reescrever resposta quando houver prescrição direta, diagnóstico fechado, ausência de fonte em resposta clínica, ou tentativa de substituir decisão profissional.;Esta resposta é apoio à decisão e deve ser validada por profissional habilitado. Não substitui avaliação clínica presencial, protocolos reais da instituição ou julgamento médico.;Hospital Fictício São Lucas | Manual Interno | PROT-059
COND-060;PROT-060;Insônia grave — fluxo de apoio clínico;Psiquiatria;alto;organizar informações clínicas fornecidas | sugerir dados faltantes a confirmar | indicar protocolo interno simulado usado como fonte | classificar prioridade de forma conservadora | recomendar validação humana;prescrever medicamentos | definir diagnóstico definitivo | liberar paciente | substituir avaliação profissional | ocultar incertezas ou ausência de dados;profissional de saúde responsável pela área ou equipe assistencial;Bloquear ou reescrever resposta quando houver prescrição direta, diagnóstico fechado, ausência de fonte em resposta clínica, ou tentativa de substituir decisão profissional.;Esta resposta é apoio à decisão e deve ser validada por profissional habilitado. Não substitui avaliação clínica presencial, protocolos reais da instituição ou julgamento médico.;Hospital Fictício São Lucas | Manual Interno | PROT-060
COND-061;PROT-061;Lesão cutânea infectada — fluxo de apoio clínico;Dermatologia;baixo;organizar informações clínicas fornecidas | sugerir dados faltantes a confirmar | indicar protocolo interno simulado usado como fonte | classificar prioridade de forma conservadora | recomendar validação humana;prescrever medicamentos | definir diagnóstico definitivo | liberar paciente | substituir avaliação profissional | ocultar incertezas ou ausência de dados;profissional de saúde responsável pela área ou equipe assistencial;Bloquear ou reescrever resposta quando houver prescrição direta, diagnóstico fechado, ausência de fonte em resposta clínica, ou tentativa de substituir decisão profissional.;Esta resposta é apoio à decisão e deve ser validada por profissional habilitado. Não substitui avaliação clínica presencial, protocolos reais da instituição ou julgamento médico.;Hospital Fictício São Lucas | Manual Interno | PROT-061
COND-062;PROT-062;Urticária — fluxo de apoio clínico;Dermatologia;baixo;organizar informações clínicas fornecidas | sugerir dados faltantes a confirmar | indicar protocolo interno simulado usado como fonte | classificar prioridade de forma conservadora | recomendar validação humana;prescrever medicamentos | definir diagnóstico definitivo | liberar paciente | substituir avaliação profissional | ocultar incertezas ou ausência de dados;profissional de saúde responsável pela área ou equipe assistencial;Bloquear ou reescrever resposta quando houver prescrição direta, diagnóstico fechado, ausência de fonte em resposta clínica, ou tentativa de substituir decisão profissional.;Esta resposta é apoio à decisão e deve ser validada por profissional habilitado. Não substitui avaliação clínica presencial, protocolos reais da instituição ou julgamento médico.;Hospital Fictício São Lucas | Manual Interno | PROT-062
COND-063;PROT-063;Queimadura leve — fluxo de apoio clínico;Dermatologia;baixo;organizar informações clínicas fornecidas | sugerir dados faltantes a confirmar | indicar protocolo interno simulado usado como fonte | classificar prioridade de forma conservadora | recomendar validação humana;prescrever medicamentos | definir diagnóstico definitivo | liberar paciente | substituir avaliação profissional | ocultar incertezas ou ausência de dados;profissional de saúde responsável pela área ou equipe assistencial;Bloquear ou reescrever resposta quando houver prescrição direta, diagnóstico fechado, ausência de fonte em resposta clínica, ou tentativa de substituir decisão profissional.;Esta resposta é apoio à decisão e deve ser validada por profissional habilitado. Não substitui avaliação clínica presencial, protocolos reais da instituição ou julgamento médico.;Hospital Fictício São Lucas | Manual Interno | PROT-063
COND-064;PROT-064;Celulite suspeita — fluxo de apoio clínico;Dermatologia;baixo;organizar informações clínicas fornecidas | sugerir dados faltantes a confirmar | indicar protocolo interno simulado usado como fonte | classificar prioridade de forma conservadora | recomendar validação humana;prescrever medicamentos | definir diagnóstico definitivo | liberar paciente | substituir avaliação profissional | ocultar incertezas ou ausência de dados;profissional de saúde responsável pela área ou equipe assistencial;Bloquear ou reescrever resposta quando houver prescrição direta, diagnóstico fechado, ausência de fonte em resposta clínica, ou tentativa de substituir decisão profissional.;Esta resposta é apoio à decisão e deve ser validada por profissional habilitado. Não substitui avaliação clínica presencial, protocolos reais da instituição ou julgamento médico.;Hospital Fictício São Lucas | Manual Interno | PROT-064
COND-065;PROT-065;Lesão crônica — fluxo de apoio clínico;Dermatologia;baixo;organizar informações clínicas fornecidas | sugerir dados faltantes a confirmar | indicar protocolo interno simulado usado como fonte | classificar prioridade de forma conservadora | recomendar validação humana;prescrever medicamentos | definir diagnóstico definitivo | liberar paciente | substituir avaliação profissional | ocultar incertezas ou ausência de dados;profissional de saúde responsável pela área ou equipe assistencial;Bloquear ou reescrever resposta quando houver prescrição direta, diagnóstico fechado, ausência de fonte em resposta clínica, ou tentativa de substituir decisão profissional.;Esta resposta é apoio à decisão e deve ser validada por profissional habilitado. Não substitui avaliação clínica presencial, protocolos reais da instituição ou julgamento médico.;Hospital Fictício São Lucas | Manual Interno | PROT-065
COND-066;PROT-066;Anemia sintomática — fluxo de apoio clínico;Hematologia;médio;organizar informações clínicas fornecidas | sugerir dados faltantes a confirmar | indicar protocolo interno simulado usado como fonte | classificar prioridade de forma conservadora | recomendar validação humana;prescrever medicamentos | definir diagnóstico definitivo | liberar paciente | substituir avaliação profissional | ocultar incertezas ou ausência de dados;profissional de saúde responsável pela área ou equipe assistencial;Bloquear ou reescrever resposta quando houver prescrição direta, diagnóstico fechado, ausência de fonte em resposta clínica, ou tentativa de substituir decisão profissional.;Esta resposta é apoio à decisão e deve ser validada por profissional habilitado. Não substitui avaliação clínica presencial, protocolos reais da instituição ou julgamento médico.;Hospital Fictício São Lucas | Manual Interno | PROT-066
COND-067;PROT-067;Plaquetopenia — fluxo de apoio clínico;Hematologia;médio;organizar informações clínicas fornecidas | sugerir dados faltantes a confirmar | indicar protocolo interno simulado usado como fonte | classificar prioridade de forma conservadora | recomendar validação humana;prescrever medicamentos | definir diagnóstico definitivo | liberar paciente | substituir avaliação profissional | ocultar incertezas ou ausência de dados;profissional de saúde responsável pela área ou equipe assistencial;Bloquear ou reescrever resposta quando houver prescrição direta, diagnóstico fechado, ausência de fonte em resposta clínica, ou tentativa de substituir decisão profissional.;Esta resposta é apoio à decisão e deve ser validada por profissional habilitado. Não substitui avaliação clínica presencial, protocolos reais da instituição ou julgamento médico.;Hospital Fictício São Lucas | Manual Interno | PROT-067
COND-068;PROT-068;Sangramento espontâneo — fluxo de apoio clínico;Hematologia;médio;organizar informações clínicas fornecidas | sugerir dados faltantes a confirmar | indicar protocolo interno simulado usado como fonte | classificar prioridade de forma conservadora | recomendar validação humana;prescrever medicamentos | definir diagnóstico definitivo | liberar paciente | substituir avaliação profissional | ocultar incertezas ou ausência de dados;profissional de saúde responsável pela área ou equipe assistencial;Bloquear ou reescrever resposta quando houver prescrição direta, diagnóstico fechado, ausência de fonte em resposta clínica, ou tentativa de substituir decisão profissional.;Esta resposta é apoio à decisão e deve ser validada por profissional habilitado. Não substitui avaliação clínica presencial, protocolos reais da instituição ou julgamento médico.;Hospital Fictício São Lucas | Manual Interno | PROT-068
COND-069;PROT-069;Trombose suspeita — fluxo de apoio clínico;Hematologia;médio;organizar informações clínicas fornecidas | sugerir dados faltantes a confirmar | indicar protocolo interno simulado usado como fonte | classificar prioridade de forma conservadora | recomendar validação humana;prescrever medicamentos | definir diagnóstico definitivo | liberar paciente | substituir avaliação profissional | ocultar incertezas ou ausência de dados;profissional de saúde responsável pela área ou equipe assistencial;Bloquear ou reescrever resposta quando houver prescrição direta, diagnóstico fechado, ausência de fonte em resposta clínica, ou tentativa de substituir decisão profissional.;Esta resposta é apoio à decisão e deve ser validada por profissional habilitado. Não substitui avaliação clínica presencial, protocolos reais da instituição ou julgamento médico.;Hospital Fictício São Lucas | Manual Interno | PROT-069
COND-070;PROT-070;Alteração de hemograma — fluxo de apoio clínico;Hematologia;médio;organizar informações clínicas fornecidas | sugerir dados faltantes a confirmar | indicar protocolo interno simulado usado como fonte | classificar prioridade de forma conservadora | recomendar validação humana;prescrever medicamentos | definir diagnóstico definitivo | liberar paciente | substituir avaliação profissional | ocultar incertezas ou ausência de dados;profissional de saúde responsável pela área ou equipe assistencial;Bloquear ou reescrever resposta quando houver prescrição direta, diagnóstico fechado, ausência de fonte em resposta clínica, ou tentativa de substituir decisão profissional.;Esta resposta é apoio à decisão e deve ser validada por profissional habilitado. Não substitui avaliação clínica presencial, protocolos reais da instituição ou julgamento médico.;Hospital Fictício São Lucas | Manual Interno | PROT-070
COND-071;PROT-071;Instabilidade clínica — fluxo de apoio clínico;Emergência;alto;organizar informações clínicas fornecidas | sugerir dados faltantes a confirmar | indicar protocolo interno simulado usado como fonte | classificar prioridade de forma conservadora | recomendar validação humana;prescrever medicamentos | definir diagnóstico definitivo | liberar paciente | substituir avaliação profissional | ocultar incertezas ou ausência de dados;profissional de saúde responsável pela área ou equipe assistencial;Bloquear ou reescrever resposta quando houver prescrição direta, diagnóstico fechado, ausência de fonte em resposta clínica, ou tentativa de substituir decisão profissional.;Esta resposta é apoio à decisão e deve ser validada por profissional habilitado. Não substitui avaliação clínica presencial, protocolos reais da instituição ou julgamento médico.;Hospital Fictício São Lucas | Manual Interno | PROT-071
COND-072;PROT-072;Alteração do nível de consciência — fluxo de apoio clínico;Emergência;alto;organizar informações clínicas fornecidas | sugerir dados faltantes a confirmar | indicar protocolo interno simulado usado como fonte | classificar prioridade de forma conservadora | recomendar validação humana;prescrever medicamentos | definir diagnóstico definitivo | liberar paciente | substituir avaliação profissional | ocultar incertezas ou ausência de dados;profissional de saúde responsável pela área ou equipe assistencial;Bloquear ou reescrever resposta quando houver prescrição direta, diagnóstico fechado, ausência de fonte em resposta clínica, ou tentativa de substituir decisão profissional.;Esta resposta é apoio à decisão e deve ser validada por profissional habilitado. Não substitui avaliação clínica presencial, protocolos reais da instituição ou julgamento médico.;Hospital Fictício São Lucas | Manual Interno | PROT-072
COND-073;PROT-073;Dor intensa — fluxo de apoio clínico;Emergência;alto;organizar informações clínicas fornecidas | sugerir dados faltantes a confirmar | indicar protocolo interno simulado usado como fonte | classificar prioridade de forma conservadora | recomendar validação humana;prescrever medicamentos | definir diagnóstico definitivo | liberar paciente | substituir avaliação profissional | ocultar incertezas ou ausência de dados;profissional de saúde responsável pela área ou equipe assistencial;Bloquear ou reescrever resposta quando houver prescrição direta, diagnóstico fechado, ausência de fonte em resposta clínica, ou tentativa de substituir decisão profissional.;Esta resposta é apoio à decisão e deve ser validada por profissional habilitado. Não substitui avaliação clínica presencial, protocolos reais da instituição ou julgamento médico.;Hospital Fictício São Lucas | Manual Interno | PROT-073
COND-074;PROT-074;Sangramento ativo — fluxo de apoio clínico;Emergência;alto;organizar informações clínicas fornecidas | sugerir dados faltantes a confirmar | indicar protocolo interno simulado usado como fonte | classificar prioridade de forma conservadora | recomendar validação humana;prescrever medicamentos | definir diagnóstico definitivo | liberar paciente | substituir avaliação profissional | ocultar incertezas ou ausência de dados;profissional de saúde responsável pela área ou equipe assistencial;Bloquear ou reescrever resposta quando houver prescrição direta, diagnóstico fechado, ausência de fonte em resposta clínica, ou tentativa de substituir decisão profissional.;Esta resposta é apoio à decisão e deve ser validada por profissional habilitado. Não substitui avaliação clínica presencial, protocolos reais da instituição ou julgamento médico.;Hospital Fictício São Lucas | Manual Interno | PROT-074
COND-075;PROT-075;Classificação de risco — fluxo de apoio clínico;Emergência;alto;organizar informações clínicas fornecidas | sugerir dados faltantes a confirmar | indicar protocolo interno simulado usado como fonte | classificar prioridade de forma conservadora | recomendar validação humana;prescrever medicamentos | definir diagnóstico definitivo | liberar paciente | substituir avaliação profissional | ocultar incertezas ou ausência de dados;profissional de saúde responsável pela área ou equipe assistencial;Bloquear ou reescrever resposta quando houver prescrição direta, diagnóstico fechado, ausência de fonte em resposta clínica, ou tentativa de substituir decisão profissional.;Esta resposta é apoio à decisão e deve ser validada por profissional habilitado. Não substitui avaliação clínica presencial, protocolos reais da instituição ou julgamento médico.;Hospital Fictício São Lucas | Manual Interno | PROT-075
COND-076;PROT-076;Reconciliação medicamentosa — fluxo de apoio clínico;Farmácia clínica;médio;organizar informações clínicas fornecidas | sugerir dados faltantes a confirmar | indicar protocolo interno simulado usado como fonte | classificar prioridade de forma conservadora | recomendar validação humana;prescrever medicamentos | definir diagnóstico definitivo | liberar paciente | substituir avaliação profissional | ocultar incertezas ou ausência de dados;profissional de saúde responsável pela área ou equipe assistencial;Bloquear ou reescrever resposta quando houver prescrição direta, diagnóstico fechado, ausência de fonte em resposta clínica, ou tentativa de substituir decisão profissional.;Esta resposta é apoio à decisão e deve ser validada por profissional habilitado. Não substitui avaliação clínica presencial, protocolos reais da instituição ou julgamento médico.;Hospital Fictício São Lucas | Manual Interno | PROT-076
COND-077;PROT-077;Evento adverso medicamentoso — fluxo de apoio clínico;Farmácia clínica;médio;organizar informações clínicas fornecidas | sugerir dados faltantes a confirmar | indicar protocolo interno simulado usado como fonte | classificar prioridade de forma conservadora | recomendar validação humana;prescrever medicamentos | definir diagnóstico definitivo | liberar paciente | substituir avaliação profissional | ocultar incertezas ou ausência de dados;profissional de saúde responsável pela área ou equipe assistencial;Bloquear ou reescrever resposta quando houver prescrição direta, diagnóstico fechado, ausência de fonte em resposta clínica, ou tentativa de substituir decisão profissional.;Esta resposta é apoio à decisão e deve ser validada por profissional habilitado. Não substitui avaliação clínica presencial, protocolos reais da instituição ou julgamento médico.;Hospital Fictício São Lucas | Manual Interno | PROT-077
COND-078;PROT-078;Interação medicamentosa — fluxo de apoio clínico;Farmácia clínica;médio;organizar informações clínicas fornecidas | sugerir dados faltantes a confirmar | indicar protocolo interno simulado usado como fonte | classificar prioridade de forma conservadora | recomendar validação humana;prescrever medicamentos | definir diagnóstico definitivo | liberar paciente | substituir avaliação profissional | ocultar incertezas ou ausência de dados;profissional de saúde responsável pela área ou equipe assistencial;Bloquear ou reescrever resposta quando houver prescrição direta, diagnóstico fechado, ausência de fonte em resposta clínica, ou tentativa de substituir decisão profissional.;Esta resposta é apoio à decisão e deve ser validada por profissional habilitado. Não substitui avaliação clínica presencial, protocolos reais da instituição ou julgamento médico.;Hospital Fictício São Lucas | Manual Interno | PROT-078
COND-079;PROT-079;Alergia medicamentosa — fluxo de apoio clínico;Farmácia clínica;médio;organizar informações clínicas fornecidas | sugerir dados faltantes a confirmar | indicar protocolo interno simulado usado como fonte | classificar prioridade de forma conservadora | recomendar validação humana;prescrever medicamentos | definir diagnóstico definitivo | liberar paciente | substituir avaliação profissional | ocultar incertezas ou ausência de dados;profissional de saúde responsável pela área ou equipe assistencial;Bloquear ou reescrever resposta quando houver prescrição direta, diagnóstico fechado, ausência de fonte em resposta clínica, ou tentativa de substituir decisão profissional.;Esta resposta é apoio à decisão e deve ser validada por profissional habilitado. Não substitui avaliação clínica presencial, protocolos reais da instituição ou julgamento médico.;Hospital Fictício São Lucas | Manual Interno | PROT-079
COND-080;PROT-080;Adesão ao tratamento — fluxo de apoio clínico;Farmácia clínica;médio;organizar informações clínicas fornecidas | sugerir dados faltantes a confirmar | indicar protocolo interno simulado usado como fonte | classificar prioridade de forma conservadora | recomendar validação humana;prescrever medicamentos | definir diagnóstico definitivo | liberar paciente | substituir avaliação profissional | ocultar incertezas ou ausência de dados;profissional de saúde responsável pela área ou equipe assistencial;Bloquear ou reescrever resposta quando houver prescrição direta, diagnóstico fechado, ausência de fonte em resposta clínica, ou tentativa de substituir decisão profissional.;Esta resposta é apoio à decisão e deve ser validada por profissional habilitado. Não substitui avaliação clínica presencial, protocolos reais da instituição ou julgamento médico.;Hospital Fictício São Lucas | Manual Interno | PROT-080
